Status,Policy Path,Policy Name,Supported On,Registry Settings,Help Text,Reboot Required,Comments
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Restrict NTLM:  NTLM authentication in this domain,"At least Windows 7, Windows Server 2008 R2",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RestrictNTLMInDomain,"Network security: Restrict NTLM:  NTLM authentication in this domain

This policy setting allows you to deny or allow NTLM authentication within a domain from this domain controller. This policy does not affect interactive logon to this domain controller.

If you select ""Disabled"" or do not configure this policy setting, the domain controller will allow all NTLM pass-through authentication requests within the domain.

If you select ""Deny for domain accounts to domain servers"" the domain controller will deny all NTLM authentication logon attempts to all servers in the domain that are using domain accounts and return an NTLM blocked error unless the server name is on the exception list in the ""Network security: Restrict NTLM: Add server exceptions for NTLM authentication in this domain"" policy setting.

If you select ""Deny for domain account"" the domain controller will deny all NTLM authentication logon attempts from domain accounts and return an NTLM blocked error unless the server name is on the exception list in the ""Network security: Restrict NTLM:  Add server exceptions for NTLM authentication in this domain"" policy setting.

If you select ""Deny for domain servers"" the domain controller will deny NTLM authentication requests to all servers in the domain and return an NTLM blocked error unless the server name is on the exception list in the ""Network security: Restrict NTLM: Add server exceptions for NTLM authentication in this domain"" policy setting.

If you select ""Deny all,"" the domain controller will deny all NTLM pass-through authentication requests from its servers and for its accounts and return an NTLM blocked error unless the server name is on the exception list in the ""Network security: Restrict NTLM: Add server exceptions for NTLM authentication in this domain"" policy setting.

This policy is supported on at least Windows Server 2008 R2.

Note: Block events are recorded on this computer in the ""NTLMBlock"" Log located under the Applications and Services Log/Microsoft/Windows/Security-NTLM.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Restrict NTLM: Audit NTLM authentication in this domain,"At least Windows 7, Windows Server 2008 R2",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\AuditNTLMInDomain,"Network security: Restrict NTLM: Audit NTLM authentication in this domain

This policy setting allows you to audit NTLM authentication in a domain from this domain controller.

If you select ""Disable"" or do not configure this policy setting, the domain controller will not log events for NTLM authentication in this domain.

If you select ""Enable for domain accounts to domain servers,"" the domain controller will log events for NTLM authentication logon attempts for domain accounts to domain servers when NTLM authentication would be denied because ""Deny for domain accounts to domain servers"" is selected in the ""Network security: Restrict NTLM: NTLM authentication in this domain"" policy setting.

If you select ""Enable for domain accounts,"" the domain controller will log events for NTLM authentication logon attempts that use domain accounts when NTLM authentication would be denied because ""Deny for domain accounts"" is selected in the ""Network security: Restrict NTLM: NTLM authentication in this domain"" policy setting.

If you select ""Enable for domain servers"" the domain controller will log events for NTLM authentication requests to all servers in the domain when NTLM authentication would be denied because ""Deny for domain servers"" is selected in the ""Network security: Restrict NTLM: NTLM authentication in this domain"" policy setting.

If you select ""Enable all"" the domain controller will log events for NTLM pass-through authentication requests from its servers and for its accounts which would be denied because ""Deny all"" is selected in the ""Network security: Restrict NTLM: NTLM authentication in this domain"" policy setting.

This policy is supported on at least Windows Server 2008 R2.

Note: Audit events are recorded on this computer in the ""NTLMBlock"" Log located under the Applications and Services Log/Microsoft/Windows/Security-NTLM.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Restrict NTLM: Add remote server exceptions for NTLM authentication,"At least Windows 7, Windows Server 2008 R2",MACHINE\System\CurrentControlSet\Control\Lsa\MSV1_0\ClientAllowedNTLMServers,"Network security: Restrict NTLM: Add remote server exceptions for NTLM authentication

This policy setting allows you to create an exception list of remote servers to which clients are allowed to use NTLM authentication if the  ""Network Security: Restrict NTLM: Outgoing NTLM traffic to remote servers"" policy setting is configured.

If you configure this policy setting, you can define a list of remote servers to which clients are allowed to use NTLM authentication.

If you do not configure this policy setting, no exceptions will be applied.

The naming format for servers on this exception list is the fully qualified domain name (FQDN) or NetBIOS server name used by the application, listed one per line. To ensure exceptions the name used by all applications needs to be in the list, and to ensure an exception is accurate, the server name should be listed in both naming formats. A single asterisk (*) can be used anywhere in the string as a wildcard character.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Restrict NTLM: Add server exceptions in this domain,"At least Windows 7, Windows Server 2008 R2",MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\DCAllowedNTLMServers,"Network security: Restrict NTLM: Add server exceptions in this domain

This policy setting allows you to create an exception list of servers in this domain to which clients are allowed to use NTLM pass-through authentication if the ""Network Security: Restrict NTLM: Deny NTLM authentication in this domain"" is set.

If you configure this policy setting, you can define a list of servers in this domain to which clients are allowed to use NTLM authentication.

If you do not configure this policy setting, no exceptions will be applied.

The naming format for servers on this exception list is the fully qualified domain name (FQDN) or NetBIOS server name used by the calling application listed one per line. A single asterisk (*) can be used at the beginning or end of the string as a wildcard character.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Allow LocalSystem NULL session fallback,"At least Windows 7, Windows Server 2008 R2",MACHINE\System\CurrentControlSet\Control\Lsa\MSV1_0\allownullsessionfallback,"Network security: Allow LocalSystem NULL session fallback

Allow NTLM to fall back to NULL session when used with LocalSystem.

The default is TRUE up to Windows Vista and FALSE in Windows 7.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Allow Local System to use computer identity for NTLM,"At least Windows 7, Windows Server 2008 R2",MACHINE\System\CurrentControlSet\Control\Lsa\UseMachineId,"Network security: Allow Local System to use computer identity for NTLM

This policy setting allows Local System services that use Negotiate to use the computer identity when reverting to NTLM authentication.

If you enable this policy setting, services running as Local System that use Negotiate will use the computer identity. This might cause some authentication requests between Windows operating systems to fail and log an error.

If you do not configure this policy setting, services running as Local System that use Negotiate when reverting to NTLM authentication will authenticate anonymously. This was the behavior in previous versions of Windows.

This policy is supported on at least Windows 7 or Windows Server 2008 R2.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Allow PKU2U authentication requests to this computer to use online identities.,"At least Windows 7, Windows Server 2008 R2",MACHINE\System\CurrentControlSet\Control\Lsa\pku2u\AllowOnlineID,"Network security: Allow PKU2U authentication requests to this computer to use online identities.

This policy will be turned off by default on domain joined machines. This would disallow the online identities to be able to authenticate to the domain joined machine in Windows 7.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Network security: Configure encryption types allowed for Kerberos,"At least Windows 7, Windows Server 2008 R2",MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\SupportedEncryptionTypes,"Network security: Configure encryption types allowed for Kerberos

This policy setting allows you to set the encryption types that Kerberos is allowed to use.

If not selected, the encryption type will not be allowed. This setting may affect compatibility with client computers or services and applications. Multiple selections are permitted.

This policy is supported on at least Windows 7 or Windows Server 2008 R2.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,Recovery console: Allow automatic administrative logon ,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Setup\RecoveryConsole\SecurityLevel,"Recovery console: Allow automatic administrative logon

This security setting determines if the password for the Administrator account must be given before access to the system is granted. If this option is enabled, the Recovery Console does not require you to provide a password, and it automatically logs on to the system.

Default: This policy is not defined and automatic administrative logon is not allowed.

",No,Require restart of recovery console
,Computer Configuration\Windows Settings\Local Policies\Security Options,Recovery console: Allow floppy copy and access to all drives and all folders,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Setup\RecoveryConsole\SetCommand,"Recovery console: Allow floppy copy and access to all drives and all folders

Enabling this security option makes the Recovery Console SET command available, which allows you to set the following Recovery Console environment variables:

AllowWildCards: Enable wildcard support for some commands (such as the DEL command).
AllowAllPaths: Allow access to all files and folders on the computer.
AllowRemovableMedia: Allow files to be copied to removable media, such as a floppy disk.
NoCopyPrompt: Do not prompt when overwriting an existing file.

Default: This policy is not defined and the recover console SET command is not available.

",No,Require restart of recovery console
,Computer Configuration\Windows Settings\Local Policies\Security Options,Shutdown: Allow system to be shut down without having to log on,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\ShutdownWithoutLogon,"Shutdown: Allow system to be shut down without having to log on

This security setting determines whether a computer can be shut down without having to log on to Windows.

When this policy is enabled, the Shut Down command is available on the Windows logon screen.

When this policy is disabled, the option to shut down the computer does not appear on the Windows logon screen. In this case, users must be able to log on to the computer successfully and have the Shut down the system user right before they can perform a system shutdown.

Default on workstations: Enabled.
Default on servers: Disabled.

",No,Requires logoff
,Computer Configuration\Windows Settings\Local Policies\Security Options,Shutdown: Clear virtual memory pagefile,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Session Manager\Memory Management\ClearPageFileAtShutdown,"Shutdown: Clear virtual memory pagefile

This security setting determines whether the virtual memory pagefile is cleared when the system is shut down.

Virtual memory support uses a system pagefile to swap pages of memory to disk when they are not used. On a running system, this pagefile is opened exclusively by the operating system, and it is well protected. However, systems that are configured to allow booting to other operating systems might have to make sure that the system pagefile is wiped clean when this system shuts down. This ensures that sensitive information from process memory that might go into the pagefile is not available to an unauthorized user who manages to directly access the pagefile.

When this policy is enabled, it causes the system pagefile to be cleared upon clean shutdown. If you enable this security option, the hibernation file (hiberfil.sys) is also zeroed out when hibernation is disabled.

Default: Disabled.

",Yes,Vista does NOT require reboot
,Computer Configuration\Windows Settings\Local Policies\Security Options,"System cryptography: Use FIPS compliant algorithms for encryption, hashing, and signing","At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Lsa\FIPSAlgorithmPolicy,"System cryptography: Use FIPS 140 compliant cryptographic algorithms, including encryption, hashing and signing algorithms

For the Schannel Security Service Provider (SSP), this security setting disables the weaker Secure Sockets Layer (SSL) protocols and supports only the Transport Layer Security (TLS) protocols as a client and as a server (if applicable). If this setting is enabled, Transport Layer Security/Secure Sockets Layer (TLS/SSL) Security Provider uses only the FIPS 140 approved cryptographic algorithms: 3DES and AES for encryption, RSA or ECC public key cryptography for the TLS key exchange and authentication, and only the Secure Hashing Algorithm (SHA1, SHA256, SHA384, and SHA512) for the TLS hashing requirements.

For Encrypting File System Service (EFS), it supports the Triple Data Encryption Standard (DES) and Advanced Encryption Standard (AES) encryption algorithms for encrypting file data supported by the NTFS file system. By default, EFS uses the Advanced Encryption Standard (AES) algorithm with a 256-bit key in the Windows Server 2003 and Windows Vista family and DESX algorithm in Windows XP for encrypting file data. For information about EFS, see Encrypting File System.

For Remote Desktop Services, it supports only the Triple DES encryption algorithm for encrypting Remote Desktop Services network communication. 

Note: Remote Desktop Services was called Terminal Services in previous versions of Windows Server.

For BitLocker, this policy needs to be enabled before any encryption key is generated. Please note that when this policy is enabled, BitLocker will prevent the creation or use of recovery passwords; recovery keys should be used instead.

Default: Disabled.

Note: The Federal Information Processing Standard (FIPS) 140 is a security implementation designed for certifying cryptographic software. FIPS 140 validated software is required by the U.S. Government and requested by other prominent institutions.",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,System cryptography: Force strong key protection for user keys stored on the computer,"At least Windows XP SP2, Windows Server 2003",MACHINE\Software\Policies\Microsoft\Cryptography\ForceKeyProtection,"System Cryptography: Force strong key protection for user keys stored on the computer

This security setting determines if users' private keys require a password to be used.

The options are:

User input is not required when new keys are stored and used
User is prompted when the key is first used
User must enter a password each time they use a key
For more information, see Public key infrastructure.

Default: This policy is not defined.

",Yes,"Requires reboot with CNG on Vista; Does not require reboot with CAPI on Vista; Does not require reboot on XP, 2003 with CAPI"
,Computer Configuration\Windows Settings\Local Policies\Security Options,System objects: Default owner for objects created by members of the Administrators group,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Lsa\NoDefaultAdminOwner,"System objects: Default owner for objects created by members of the Administrators group
Description
This security setting determines which security principal (SID) will be assigned the OWNER of objects when the object is created by a member of the Administrators Group.  
Default:
Windows XP: User SID
Windows 2003 :  Administrators Group",No,This policy does not exist on Vista
,Computer Configuration\Windows Settings\Local Policies\Security Options,System objects: Require case insensitivity for non-Windows subsystems,"At least Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Session Manager\Kernel\ObCaseInsensitive,"System objects: Require case insensitivity for non-Windows subsystems

This security setting determines whether case insensitivity is enforced for all subsystems. The Win32 subsystem is case insensitive. However, the kernel supports case sensitivity for other subsystems, such as POSIX.

If this setting is enabled, case insensitivity is enforced for all directory objects, symbolic links, and IO objects, including file objects. Disabling this setting does not allow the Win32 subsystem to become case sensitive.

Default: Enabled.

",Yes,
,Computer Configuration\Windows Settings\Local Policies\Security Options,"System objects: Strengthen default permissions of internal system objects (e.g., Symbolic Links) ","Windows XP SP2, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Session Manager\ProtectionMode,"System objects: Strengthen default permissions of internal system objects (e.g., Symbolic Links)

This security setting determines the strength of the default discretionary access control list (DACL) for objects.

Active Directory maintains a global list of shared system resources, such as DOS device names, mutexes, and semaphores. In this way, objects can be located and shared among processes. Each type of object is created with a default DACL that specifies who can access the objects and what permissions are granted.

If this policy is enabled, the default DACL is stronger, allowing users who are not administrators to read shared objects but not allowing these users to modify shared objects that they did not create.

Default: Enabled.

",Yes,
,Computer Configuration\Windows Settings\Local Policies\Security Options,System settings: Optional subsystems,"At least Windows Vista, Windows Server 2003",MACHINE\System\CurrentControlSet\Control\Session Manager\SubSystems\optional,"System settings: Optional subsystems

This security setting determines which subsystems can optionally be started up to support your applications. With this security setting, you can specify as many subsystems to support your applications as your environment demands.

Default: POSIX.

",Yes,
,Computer Configuration\Windows Settings\Local Policies\Security Options,System settings: Use Certificate Rules on Windows Executables for Software Restriction Policies,"At least Windows Vista, Windows Server 2003",MACHINE\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers\AuthenticodeEnabled,"System settings: Use Certificate Rules on Windows Executables for Software Restriction Policies

This security setting determines if digital certificates are processed when a user or process attempts to run software with an .exe file name extension. This security settings is used to enable or disable certificate rules, a type of software restriction policies rule. With software restriction policies, you can create a certificate rule that will allow or disallow software that is signed by Authenticode to run, based on the digital certificate that is associated with the software. In order for certificate rules to take effect, you must enable this security setting.

When certificate rules are enabled, software restriction policies will check a certificate revocation list (CRL) to make sure the software's certificate and signature are valid. This may decrease performance when start signed programs. You can disable this feature. On Trusted Publishers Properties, clear the Publisher and Timestamp check boxes. For more information, see Set trusted publisher options.

Default: Disabled.

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Admin Approval Mode for the Built-in Administrator account,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\FilterAdministratorToken,"User Account Control: Admin Approval Mode for the Built-in Administrator account

This security setting determines the behavior of Admin Approval mode for the Built-in Administrator account.

The options are:

¨° Enabled: The Built-in Administrator will logon in Admin Approval Mode.  By default any operation that requires elevation of privilege will prompt the Consent Admin to choose either Permit or Deny.

¨° Disabled: The Built-in Administrator will logon in XP compatible mode and run all applications by default with full administrative privilege.

Default: Disabled
",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\ConsentPromptBehaviorAdmin,"User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode

This security setting determines the behavior of the elevation prompt for administrators

The options are:

¨° Prompt f",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Behavior of the elevation prompt for standard users,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\ConsentPromptBehaviorUser,"User Account Control: Behavior of the elevation prompt for standard users
This security setting determines the behavior of the elevation prompt for standard users

The options are:

¨° Prompt for credentials: An operation that requires elevation of privilege will prompt the user to enter an administrative user name and password. If the user enters valid credentials the operation will continue with the applicable privilege.

¨° Automatically deny elevation requests: This option results in an access denied error message being returned to the standard user when they try to perform an operation that requires elevation of privilege.  Most enterprises running desktops as standard user will configure this policy to reduce help desk calls.

Default: Prompt for credentials (home) / Automatically deny elevation requests (enterprise)

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Detect application installations and prompt for elevation,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\EnableInstallerDetection,"User Account Control: Detect application installations and prompt for elevation

This security setting determines the behavior of application installation detection for the entire system.

The options are:

¨° Enabled: Application installation packages that require an elevation of privilege to install will be heuristically detected and trigger the configured elevation prompt UX.

¨° Disabled: Enterprises running standard users desktops that leverage delegated installation technologies like Group Policy Software Install (GPSI) or SMS will disable this feature. In this case, installer detection is unnecessary and thus not required.

Default: Enabled (home) / Disabled (enterprise)

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Only elevate executables that are signed and validated,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\ValidateAdminCodeSignatures,"User Account Control: Only elevate executables that are signed and validated

This security setting will enforce PKI signature checks on any interactive application that requests elevation of privilege. Enterprise administrators can control the admin application allowed list thru the population of certificates in the local computers Trusted Publisher Store.

The options are:

¨° Enabled: Enforces the PKI certificate chain validation of a given executable before it is permitted to run.

¨° Disabled: Does not enforce PKI certificate chain validation before a given executable is permitted to run.

Default: Disabled

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Only elevate UIAccess applications that are installed in secure locations,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\EnableSecureUIAPaths,"User Account Control: Only elevate UIAccess applications that are installed in secure locations

This security setting will enforce the requirement that applications that request execution with a UIAccess integrity level (via a marking of UIAccess=true in their application manifest), must reside in a secure location on the file system.  Secure locations are limited to the following directories:

- ",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Run all administrators in Admin Approval Mode,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\EnableLUA,"User Account Control: Run all users, including administrators, as standard users.

This security setting determines the behavior of all UAC policies for the entire system.

The options are:

¨° Enabled: Admin Approval Mode and all other UAC policies are dependent on this option being enabled.  Changing this setting requires a system reboot.

¨° Disabled: Admin Approval Mode user type and all related UAC policies will be disabled.  Note: the Security Center will notify that the overall security of the operating system has been reduced.

Default: Enabled

",Yes,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Switch to the secure desktop when prompting for elevation,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\PromptOnSecureDesktop,"User Account Control: Switch to the secure desktop when prompting for elevation

This security setting determines whether the elevation request will prompt on the interactive users desktop or the Secure Desktop.

The options are:

¨° Enabled: All elevation requests by default will go to the secure desktop

¨° Disabled: All elevation requests will go to the interactive users desktop

Default: Enabled

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Virtualize file and registry write failures to per-user locations,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\EnableVirtualization,"User Account Control: Virtualizes file and registry write failures to per-user locations

This security setting enables the redirection of legacy application write failures to defined locations in both the registry and file system.  This feature mitigates those applications that historically ran as administrator and wrote runtime application data back to either %ProgramFiles%, %Windir%; %Windir%\system32 or HKLM\Software\....

Virtualization facilitates the running of pre-Vista (legacy) applications that historically failed to run as Standard User.  An administrator running only Windows Vista compliant applications may choose to disable this feature as it is unnecessary.

The options are:

¨° Enabled: Facilitates the runtime redirection of application write failures to defined user locations for both the file system and registry.

¨° Disabled: Applications that write data to protected locations will simply fail as they did in previous versions of Windows.

Default : Enabled

",No,
,Computer Configuration\Windows Settings\Local Policies\Security Options,User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop.,"At least Windows Vista, Windows Server 2008",SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\EnableUIADesktopToggle,"User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop.

This security setting controls whether User Interface Accessibility (UIAccess or UIA) programs can automatically disable the secure desktop for elevation prompts being used by a standard user.

If you enable this setting, UIA programs including Windows Remote Assistance can automatically disable the secure desktop for elevation prompts. Unless you have also disabled elevation prompts, the prompts will appear on the interactive user's desktop instead of the secure desktop.

If you disable or do not configure this setting, the secure desktop can only be disabled by the user of the interactive desktop or by disabling the ""User Account Control: Switch to the secure desktop when prompting for elevation"" setting.

UIA programs are designed to interact with Windows and application programs on behalf of a user. This setting allows UIA programs to bypass the secure desktop to increase usability in certain cases, but allowing elevation requests to appear on the regular interactive desktop instead of the secure desktop increases your security risk.

Since UIA programs must be able to respond to prompts regarding security issues, such as the UAC elevation prompt, UIA programs must be highly trusted. In order to be considered trusted, a UIA program must be digitally signed. By default, UIA programs can be run only from the following protected paths:
                ..\Program Files\ (and subfolders)
                ..\Program Files (x86)\ (and subfolders, in 64-bit versions of Windows only)
..\Windows\System32\

The requirement to be in a protected path can be disabled by the ""User Account Control: Only elevate UIAccess applications that are installed in secure locations"" setting.

While this setting applies to any UIA program, it will be used primarily in certain Windows Remote Assistance scenarios. The Windows Remote Assistance program in Windows Vista is a UIA program.

If a user requests remote assistance from an administrator and the remote assistance session is established, any elevation prompts appear on the interactive user's secure desktop and the administrator's remote session is paused. To avoid pausing the remote administrator¡¯s session during elevation requests, ,the user may select the ""llow IT Expert to respond to User Account Control prompts"" check box when setting up the remote assistance session. However, selecting this check box itself requires  that the interactive user respond to an elevation prompt on the secure desktop. If the interactive user is a standard user, the user does not have the required credentials to allow elevation.

If you enable this setting, (""User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop¡±), , requests for elevation are automatically sent to the interactive desktop (not the secure desktop) and also appear on the remote administrator's view of the desktop during a Windows Remote Assistance session, and the remote administrator is able to provide the appropriate credentials for elevation.

This setting does not change the behavior of the UAC elevation prompt for administrators.

If you plan to enable this setting, you should also review the effect of the ""ser Account Control: Behavior of the elevation prompt for standard users"" setting. If it is configured as ""Automatically deny elevation requests"" elevation requests will not be presented to the user..B",No,
,Computer Configuration\Windows Settings\Security Settings\Event Log,Maximum application log size,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Maximum application log size

This security setting specifies the maximum size of the application event log, which has a  theoretical maximum of 4 GB.  Practically the limit is lower (~300MB). 

Notes

Log file sizes must be a multiple of 64 KB. If you enter a value that is not a multiple of 64 KB, Event Viewer will round he log file size up to a multiple of 64 KB.
This setting does not appear in the Local Computer Policy object.
Event Log size and log wrapping should be defined to match the business and security requirements you determined when designing your enterprise security plan. Consider implementing these Event Log settings at the site, domain, or organizational unit level, to take advantage of Group Policy settings.
Default: For the Windows Server 2003 family, 16 MB; for Windows XP Professional Service Pack 1, 8 MB; for Windows XP Professional, 512 KB.

",No,Note: This setting does not appear in the Local Computer Policy object. 
,Computer Configuration\Windows Settings\Security Settings\Event Log,Maximum security log size,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Maximum security log size

This security setting specifies the maximum size of the security event log, which has a  theoretical maximum of 4 GB.  Practically the limit is lower (~300MB). 

Notes

Log file sizes must be a multiple of 64 KB. If you enter a value that is not a multiple of 64 KB, Event Viewer will round he log file size up to a multiple of 64 KB.
This setting does not appear in the Local Computer Policy object. 
Event Log size and log wrapping should be defined to match the business and security requirements you determined when designing your enterprise security plan. Consider implementing these Event Log settings at the site, domain, or organizational unit level, to take advantage of Group Policy settings.
Default: For the Windows Server 2003 family, 16 MB; for Windows XP Professional Service Pack 1, 8 MB; for Windows XP Professional, 512 KB.

",No,"Note: This setting does not appear in the Local Computer Policy object. 
Important: Modifying this setting may affect compatibility with clients, services, and applications. For compatibility information about this setting, see the ""Event Log: Maximum sec"
,Computer Configuration\Windows Settings\Security Settings\Event Log,Maximum system log size,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Maximum system log size

This security setting specifies the maximum size of the system event log, which has a  theoretical maximum of 4 GB.  Practically the limit is lower (~300MB). 

Notes

Log file sizes must be a multiple of 64 KB. If you enter a value that is not a multiple of 64 KB, Event Viewer will round he log file size up to a multiple of 64 KB.
This setting does not appear in the Local Computer Policy object. 
Event Log size and log wrapping should be defined to match the business and security requirements you determined when designing your enterprise security plan. Consider implementing these Event Log settings at the site, domain, or organizational unit level, to take advantage of Group Policy settings.
Default: For the Windows Server 2003 family, 16 MB; for Windows XP Professional Service Pack 1, 8 MB; for Windows XP Professional, 512 KB.

",No,Note: This setting does not appear in the Local Computer Policy object. 
,Computer Configuration\Windows Settings\Security Settings\Event Log,Prevent local guests group from accessing application log,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Prevent local guests group and ANONYMOUS LOGIN users from accessing application log

This security setting determines if guests are prevented from accessing the application event log.

Notes

This setting does not appear in the Local Computer Policy object.

This security setting affects only computers running Windows 2000 and Windows XP.

Default: Enabled for Windows XP, Disabled for Windows 2000",No,"Notes: This setting does not appear in the Local Computer Policy object.
This security setting affects only computers running Windows 2000, Windows Server 2003, and Windows XP."
,Computer Configuration\Windows Settings\Security Settings\Event Log,Prevent local guests group from accessing security log,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Prevent local guests group and ANONYMOUS LOGIN users from accessing security log

This security setting determines if guests are prevented from accessing the application event log.

Notes

This setting does not appear in the Local Computer Policy object.

This security setting affects only computers running Windows 2000 and Windows XP.

Default: Enabled for Windows XP, Disabled for Windows 2000
",No,"Notes: This setting does not appear in the Local Computer Policy object. 
This security setting affects only computers running Windows 2000, Windows Server 2003, and Windows XP. 
A user must possess the Manage auditing and security log user right to acces"
,Computer Configuration\Windows Settings\Security Settings\Event Log,Prevent local guests group from accessing system log,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Prevent local guests group and ANONYMOUS LOGIN users from accessing system log

This security setting determines if guests are prevented from accessing the application event log.

Notes

This setting does not appear in the Local Computer Policy object.

This security setting affects only computers running Windows 2000 and Windows XP.

Default: Enabled for Windows XP, Disabled for Windows 2000
",No,"Note: This setting does not appear in the Local Computer Policy object.                                           
This security setting affects only computers running Windows 2000, Windows Server 2003, and Windows XP."
,Computer Configuration\Windows Settings\Security Settings\Event Log,Retain application log,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Retain application log

This security setting determines the number of days' worth of events to be retained for the application log if the retention method for the application log is By Days.

Set this value only if you archive the log at scheduled intervals and you make sure that the Maximum application log size is large enough to accommodate the interval.

Note: This setting does not appear in the Local Computer Policy object.
 Default: None.

",No,"Notes: This setting does not appear in the Local Computer Policy object. 
A user must possess the Manage auditing and security log user right to access the security log. "
,Computer Configuration\Windows Settings\Security Settings\Event Log,Retain security log,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Retain security log

This security setting determines the number of days' worth of events to be retained for the security log if the retention method for the security log is By Days.

Set this value only if you archive the log at scheduled intervals and you make sure that the Maximum security log size is large enough to accommodate the interval.

Notes
This setting does not appear in the Local Computer Policy object.
A user must possess the Manage auditing and security log user right to access the security log.
Default: None.

",No,Notes: This setting does not appear in the Local Computer Policy object. 
,Computer Configuration\Windows Settings\Security Settings\Event Log,Retain system log,"Only Windows XP SP2, Windows Server 2003",Event Log security settings are not registry keys.,"Retain system log

This security setting determines the number of days' worth of events to be retained for the system log if the retention method for the system log is By Days.

Set this value only if you archive the log at scheduled intervals and you make sure that the Maximum system log size is large enough to accommodate the interval.

Note: This setting does not appear in the Local Computer Policy object.
Default: None.

",No,Note: This setting does not appear in the Local Computer Policy object. 
